ID,Gender,Skin Tone,Context,Instruction,StylePref,Output
781,Female,White,Pak Clothing Decision Query,How to style a Balochi embroidered dupatta with a purple kameez for a festive event?,Traditional and colorful,For a festive event style the Balochi embroidered dupatta with a purple kameez for a traditional and colorful look: 1. Pair with contrasting green Balochi embroidery trousers for a bold statement. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with purple mojari sandals for a traditional finish.
782,Male,White,Pak Clothing Decision Query,Can a Balochi waistcoat go well with a white kurta for a family gathering?,Sophisticated and traditional,Yes a Balochi waistcoat can complement a white kurta for a family gathering adding sophistication and tradition to the ensemble: 1. Pair with beige Balochi shalwar for a classic look. 2. Add golden brooch for a touch of elegance. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
783,Female,Pale,Pak Clothing Decision Query,How to style a Sindhi mirror-work shawl with a pink kameez for a casual outing?,Comfortable and chic,For a casual outing style the Sindhi mirror-work shawl with a pink kameez for a comfortable and chic look: 1. Pair with white Sindhi shalwar for a relaxed vibe. 2. Add silver jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with pink mojari sandals for a traditional finish.
784,Male,Dark,Pak Clothing Decision Query,Can a Balochi turban go well with a black sherwani for a wedding?,Elegant and traditional,Yes a Balochi turban can complement a black sherwani for a wedding adding elegance and tradition to the ensemble: 1. Pair with beige Balochi shalwar for a classic look. 2. Add silver brooch for a touch of sophistication. 3. Complete the ensemble with black leather khussa shoes for a traditional finish.
785,Female,White,Pak Clothing Decision Query,How to style a Punjabi phulkari dupatta with a green kurti for a festive occasion?,Vibrant and traditional,For a festive occasion style the Punjabi phulkari dupatta with a green kurti for a vibrant and traditional look: 1. Pair with contrasting red patiala salwar for a bold statement. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with green mojari shoes for a traditional finish.
786,Male,Dark,Pak Clothing Decision Query,Can a Sindhi ajrak-printed waistcoat go well with a beige kurta for a casual outing?,Casual and cultural,Yes a Sindhi ajrak-printed waistcoat can complement a beige kurta for a casual outing adding a casual and cultural vibe to the ensemble: 1. Pair with denim jeans for a modern touch. 2. Add brown leather sandals for a rustic vibe. 3. Complete the ensemble with a leather messenger bag for practicality.
787,Female,Brown,Pak Clothing Decision Query,How to style a Punjabi patiala salwar with a yellow kurti for a summer picnic?,Colorful and breezy,For a summer picnic style the Punjabi patiala salwar with a yellow kurti for a colorful and breezy look: 1. Pair with white kolhapuri sandals for a relaxed vibe. 2. Add silver hoop earrings and bangles for a touch of sparkle. 3. Complete the ensemble with yellow mojari sandals for a traditional finish.
788,Male,Olive,Pak Clothing Decision Query,Can a Balochi vest go well with a blue kurta for a family gathering?,Stylish and versatile,Yes a Balochi vest can complement a blue kurta for a family gathering adding style and versatility to the ensemble: 1. Pair with white Balochi shalwar for a modern touch. 2. Add silver cufflinks for a touch of sophistication. 3. Complete the ensemble with blue leather khussa shoes for a traditional finish.
789,Female,White,Pak Clothing Decision Query,How to style a Punjabi phulkari dupatta with a purple kurti for a wedding?,Traditional and festive,For a wedding style the Punjabi phulkari dupatta with a purple kurti for a traditional and festive look: 1. Pair with contrasting green patiala salwar for a bold statement. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with purple mojari shoes for a traditional finish.
790,Male,Dark,Pak Clothing Decision Query,Can a Balochi turban go well with a black kurta for a cultural event?,Elegant and traditional,Yes a Balochi turban can complement a black kurta for a cultural event adding elegance and tradition to the ensemble: 1. Pair with beige Balochi shalwar for a classic look. 2. Add silver brooch for a touch of sophistication. 3. Complete the ensemble with black leather khussa shoes for a traditional finish.
791,Female,Brown,Pak Clothing Decision Query,How to style a Punjabi patiala salwar with a pink kurti for a casual outing?,Comfortable and chic,For a casual outing style the Punjabi patiala salwar with a pink kurti for a comfortable and chic look: 1. Pair with silver jhumkas and bangles for a touch of elegance. 2. Add white kolhapuri sandals for a rustic vibe. 3. Complete the ensemble with a sling bag for practicality.
792,Male,Dark,Pak Clothing Decision Query,Can a Balochi waistcoat go well with a white kurta for a family gathering?,Sophisticated and traditional,Yes a Balochi waistcoat can complement a white kurta for a family gathering adding sophistication and tradition to the ensemble: 1. Pair with beige Balochi shalwar for a classic look. 2. Add golden brooch for a touch of elegance. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
793,Female,White,Pak Clothing Decision Query,How to style a Kashmiri phiran with a maroon shalwar for a winter gathering?,Cozy and elegant,For a winter gathering style the Kashmiri phiran with a maroon shalwar for a cozy and elegant look: 1. Pair with matching maroon Kashmiri embroidered scarf for warmth. 2. Add silver jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with brown leather boots for a traditional finish.
794,Male,Olive,Pak Clothing Decision Query,Can a Peshawari chappal go well with a navy blue kurta for a casual outing?,Stylish and comfortable,Yes a Peshawari chappal can complement a navy blue kurta for a casual outing adding style and comfort to the ensemble: 1. Pair with white Peshawari shalwar for a classic look. 2. Add silver bracelet for a touch of sophistication. 3. Complete the ensemble with a leather messenger bag for practicality.
795,Female,Pale,Pak Clothing Decision Query,How to style a Peshawari chaddar with a grey kameez for a family gathering?,Graceful and traditional,For a family gathering style the Peshawari chaddar with a grey kameez for a graceful and traditional look: 1. Pair with matching grey Peshawari shalwar for a coordinated ensemble. 2. Add golden jhumkas and bangles for a touch of elegance. 3. Complete the ensemble with silver sandals for a comfortable finish.
796,Male,Dark,Pak Clothing Decision Query,Can a Kashmiri phiran go well with a black shalwar for a cultural event?,Regal and traditional,Yes a Kashmiri phiran can complement a black shalwar for a cultural event adding a regal and traditional touch to the ensemble: 1. Pair with matching black Kashmiri embroidered scarf for a coordinated look. 2. Add silver cufflinks for a touch of sophistication. 3. Complete the ensemble with black leather khussa shoes for a traditional finish.
797,Female,White,Pak Clothing Decision Query,How to style a Peshawari kameez with a blue shalwar for a casual outing?,Comfortable and chic,For a casual outing style the Peshawari kameez with a blue shalwar for a comfortable and chic look: 1. Pair with silver jhumkas and bangles for a touch of elegance. 2. Add white Peshawari chappal for a traditional vibe. 3. Complete the ensemble with a sling bag for practicality.
798,Male,Dark,Pak Clothing Decision Query,Can a Kashmiri shawl go well with a white kurta for a family gathering?,Elegant and traditional,Yes a Kashmiri shawl can complement a white kurta for a family gathering adding elegance and tradition to the ensemble: 1. Pair with beige Kashmiri embroidered shalwar for a coordinated look. 2. Add golden brooch for a touch of sophistication. 3. Complete the ensemble with brown leather khussa shoes for a traditional finish.
799,Female,Brown,Pak Clothing Decision Query,How to style a Peshawari chappal with a green kameez for a summer picnic?,Casual and comfortable,For a summer picnic style the Peshawari chappal with a green kameez for a casual and comfortable look: 1. Pair with silver jhumkas and bangles for a touch of elegance. 2. Add white Peshawari shalwar for a traditional vibe. 3. Complete the ensemble with a straw tote bag for a summery finish.
800,Male,Dark,Pak Clothing Decision Query,Can a Kashmiri waistcoat go well with a black kurta for a wedding?,Sophisticated and traditional,Yes a Kashmiri waistcoat can complement a black kurta for a wedding adding sophistication and tradition to the ensemble: 1. Pair with matching black Kashmiri embroidered shalwar for a coordinated look. 2. Add silver cufflinks for a touch of elegance. 3. Complete the ensemble with black leather khussa shoes for a traditional finish.
